ID	C_A.ACA	C_A.ACC	C_A.ACG	C_A.ACT	C_A.CCA	C_A.CCC	C_A.CCG	C_A.CCT	C_A.GCA	C_A.GCC	C_A.GCG	C_A.GCT	C_A.TCA	C_A.TCC	C_A.TCG	C_A.TCT	C_G.ACA	C_G.ACC	C_G.ACG	C_G.ACT	C_G.CCA	C_G.CCC	C_G.CCG	C_G.CCT	C_G.GCA	C_G.GCC	C_G.GCG	C_G.GCT	C_G.TCA	C_G.TCC	C_G.TCG	C_G.TCT	C_T.ACA	C_T.ACC	C_T.ACG	C_T.ACT	C_T.CCA	C_T.CCC	C_T.CCG	C_T.CCT	C_T.GCA	C_T.GCC	C_T.GCG	C_T.GCT	C_T.TCA	C_T.TCC	C_T.TCG	C_T.TCT	T_A.ATA	T_A.ATC	T_A.ATG	T_A.ATT	T_A.CTA	T_A.CTC	T_A.CTG	T_A.CTT	T_A.GTA	T_A.GTC	T_A.GTG	T_A.GTT	T_A.TTA	T_A.TTC	T_A.TTG	T_A.TTT	T_C.ATA	T_C.ATC	T_C.ATG	T_C.ATT	T_C.CTA	T_C.CTC	T_C.CTG	T_C.CTT	T_C.GTA	T_C.GTC	T_C.GTG	T_C.GTT	T_C.TTA	T_C.TTC	T_C.TTG	T_C.TTT	T_G.ATA	T_G.ATC	T_G.ATG	T_G.ATT	T_G.CTA	T_G.CTC	T_G.CTG	T_G.CTT	T_G.GTA	T_G.GTC	T_G.GTG	T_G.GTT	T_G.TTA	T_G.TTC	T_G.TTG	T_G.TTT
TCGA-02-0003-01A-01D-1490-08	0	1	0	2	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	12	0	0	2	9	1	1	1	7	2	1	0	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TCGA-02-0033-01A-01D-1490-08	2	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	3	2	0	0	0	5	0	1	1	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCGA-02-0047-01A-01D-1490-08	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	9	1	2	4	8	3	1	4	6	5	2	0	6	3	0	0	1	1	1	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
TCGA-02-0055-01A-01D-1490-08	1	0	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	14	2	1	0	9	3	2	0	13	1	1	3	2	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCGA-02-2466-01A-01W-0837-08	0	3	0	1	1	1	0	2	0	1	0	2	1	3	1	0	2	0	0	0	2	0	1	0	0	0	0	0	1	0	1	1	1	2	8	1	0	3	4	3	1	2	6	3	2	0	5	2	4	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	3	2	1	2	2	1	2	6	6	1	1	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1
TCGA-02-2470-01A-01D-1494-08	0	0	0	1	0	0	0	1	1	2	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	13	0	1	1	5	0	0	1	13	1	0	0	3	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	2	0	0	0	0	1	0	0	1	1	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1
TCGA-02-2483-01A-01D-1494-08	1	2	0	1	3	0	0	1	1	0	0	1	3	1	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	10	1	0	1	1	1	1	3	2	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	3	1	1	2	3	2	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TCGA-02-2485-01A-01D-1494-08	1	1	0	0	0	1	0	2	0	1	0	0	0	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	2	8	2	0	0	10	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
TCGA-02-2486-01A-01D-1494-08	0	1	1	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	13	0	0	0	14	0	1	0	13	0	0	1	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0
TCGA-04-1331-01A-01W-0486-08	2	2	2	1	5	2	2	2	1	2	1	0	5	3	0	4	4	0	0	1	2	2	0	1	3	1	0	1	3	8	0	2	6	4	4	2	6	5	3	2	2	7	10	1	4	3	5	5	0	0	2	0	1	0	2	0	0	1	1	0	1	0	2	3	2	0	1	3	0	0	1	0	1	0	2	0	1	1	1	1	1	0	1	0	0	3	2	0	1	0	1	2	0	1	0	1
TCGA-04-1335-01A-01W-0488-09	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
TCGA-04-1336-01A-01W-0486-08	1	2	0	2	3	0	1	2	2	1	0	1	1	2	0	1	0	1	2	0	0	1	0	1	0	0	0	1	1	1	1	2	1	0	1	0	2	1	4	1	1	3	3	3	1	1	2	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	2	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1
TCGA-04-1341-01A-01W-0486-08	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	2	0	1	0	1	0	0	0	0	0	0	2	0	0	0	3	2	0	0	0	0	2	1	0	4	1	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
TCGA-04-1342-01A-01W-0486-08	3	8	1	1	3	7	3	2	5	5	5	3	4	1	2	5	1	1	1	4	2	5	3	2	3	5	1	5	6	1	2	0	6	2	6	3	7	8	11	3	4	5	5	1	6	8	9	6	0	0	0	0	3	2	3	2	1	1	4	2	1	0	0	1	3	2	3	1	1	3	1	2	1	2	0	0	0	4	1	2	0	2	2	0	0	1	2	1	3	0	4	0	1	3	0	1
TCGA-04-1343-01A-01W-0486-08	0	2	0	4	0	1	2	1	1	3	0	3	1	4	0	1	2	1	0	1	0	1	1	0	1	2	1	2	4	0	2	0	1	2	9	3	7	5	6	0	3	7	5	3	5	1	5	3	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	2	0	0	0	0	1	0	1	0	2	0	2	0	2	0	1	0
TCGA-04-1346-01A-01W-0486-08	1	0	0	0	1	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	2	2	6	1	1	3	4	0	1	1	6	2	0	1	3	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	2	1	0	1	1	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
TCGA-04-1348-01A-01W-0492-08	1	1	0	1	2	0	1	0	0	0	1	1	1	1	1	4	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	2	1	2	0	3	2	3	3	0	2	3	0	0	0	3	0	2	0	0	0	1	0	0	1	2	1	2	0	1	0	0	1	1	0	1	1	1	1	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
TCGA-04-1349-01A-01W-0492-08	2	2	2	2	1	0	1	2	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	0	1	1	0	2	0	1	0	0	1	3	0	2	5	1	1	1	2	1	3	1	2	0	2	2	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	2	1	1	0	2	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCGA-04-1353-01A-01D-1526-09	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	3	0	1	1	1	0	0	0	2	2	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TCGA-04-1356-01A-01W-0492-08	3	3	0	2	6	2	0	2	1	3	2	2	2	1	1	2	2	0	1	3	0	2	1	3	1	2	2	0	2	3	0	4	0	0	5	3	2	0	2	1	3	2	2	1	3	5	1	2	1	2	1	0	2	2	1	1	1	0	0	1	0	0	0	0	1	1	2	0	0	2	0	0	0	2	2	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	2	1	0	0	3	1
TCGA-04-1357-01A-01W-0492-08	3	1	1	1	2	1	0	0	1	0	2	1	1	3	0	0	3	0	2	1	1	1	0	0	1	2	0	1	6	1	0	4	1	0	3	1	2	1	5	1	2	5	2	1	1	5	1	1	0	0	2	0	0	1	1	0	1	0	0	2	1	0	0	0	0	0	1	1	1	1	1	2	0	2	0	0	0	1	1	0	1	1	0	0	0	0	1	2	0	0	0	2	0	1	1	0
TCGA-04-1360-01A-01W-0492-08	2	2	0	2	3	2	1	1	6	1	1	4	2	1	1	1	2	2	0	2	2	3	0	3	0	2	1	4	2	2	1	1	2	1	7	3	2	2	4	4	2	3	8	4	3	4	5	1	1	2	3	0	1	1	3	1	0	1	1	0	2	0	0	2	0	1	0	3	0	3	4	3	3	1	1	1	1	1	0	0	0	0	0	0	1	1	2	0	1	1	2	0	0	2	1	1
TCGA-04-1361-01A-01W-0492-08	2	2	2	3	2	6	2	3	3	6	0	1	0	4	1	5	2	4	0	0	0	0	1	6	0	3	1	4	4	3	0	2	0	2	2	2	4	4	4	2	5	5	7	4	2	1	4	2	0	1	0	0	1	1	1	4	4	0	1	1	0	2	1	0	0	0	1	0	1	2	7	0	2	0	0	1	1	1	0	0	0	0	0	0	1	1	3	2	0	0	1	0	0	1	0	0
TCGA-04-1362-01A-01W-0492-08	0	0	1	1	1	2	0	1	0	1	1	1	2	0	0	3	1	0	0	2	1	2	1	0	0	1	0	2	2	3	1	3	0	0	1	1	2	2	2	1	2	3	0	1	3	2	1	4	1	2	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	1	0	1	1	1	0
TCGA-04-1367-01A-01W-0492-08	4	2	1	2	3	2	1	2	3	1	2	0	1	3	1	2	0	2	0	2	3	2	2	2	1	1	0	2	3	3	1	7	2	3	3	1	4	1	6	3	3	2	4	1	2	3	1	3	0	2	1	3	0	3	4	1	0	1	1	0	2	1	1	0	1	2	2	1	0	2	0	2	0	1	1	1	1	2	1	1	1	0	1	0	0	2	1	0	0	2	1	0	1	0	0	1
TCGA-04-1369-01A-02D-1526-09	3	4	0	1	3	0	3	3	2	4	1	1	0	3	0	2	0	0	1	3	2	0	2	2	0	1	0	0	1	0	1	2	1	3	7	3	3	1	4	2	2	0	4	2	2	2	3	3	0	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	3	2	0	0	2	1	0	0	1	2	0	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1
TCGA-04-1516-01A-01D-1526-09	1	1	0	2	1	0	1	1	1	2	0	1	0	3	0	0	2	0	0	2	1	1	0	1	0	0	0	2	1	1	1	1	0	3	0	1	1	1	2	2	1	1	1	0	3	1	1	1	0	1	0	1	0	2	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0
TCGA-04-1542-01A-01W-0553-09	1	4	0	1	1	3	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	1	2	2	0	0	1	1	1	8	1	2	0	3	1	4	0	7	0	1	1	4	0	0	2	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	2	2	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
TCGA-04-1638-01A-01W-0639-09	2	1	0	2	0	0	1	0	0	2	0	2	2	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	3	1	0	1	0	0	5	0	1	1	10	2	1	1	1	2	1	3	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	2	1	1	2	2	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1
TCGA-04-1644-01B-01D-1526-09	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	3	0	0	0	4	1	0	0	5	1	0	1	2	1	2	3	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TCGA-04-1646-01A-01W-0639-09	1	0	0	1	0	0	0	1	1	0	0	1	2	1	0	2	1	0	0	2	0	1	0	0	1	0	0	0	0	0	1	3	0	0	2	0	2	2	2	0	2	0	0	0	1	1	4	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TCGA-04-1648-01A-01W-0639-09	6	3	1	3	3	1	1	2	6	5	1	7	8	4	1	6	1	2	0	0	1	1	1	3	0	0	0	1	3	0	0	0	1	0	3	1	4	2	5	0	2	1	1	1	2	3	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TCGA-04-1649-01A-01W-0639-09	3	1	1	3	2	0	0	1	3	4	0	3	4	2	1	7	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	2	1	2	6	0	0	3	4	1	1	2	5	1	1	2	4	4	1	1	1	0	1	2	4	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	2	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1
TCGA-04-1651-01A-01W-0639-09	3	2	0	3	1	1	1	1	4	1	1	3	0	2	1	3	2	0	1	2	0	1	0	3	1	1	0	1	2	2	1	4	2	0	4	1	6	1	1	3	1	3	4	1	6	1	1	3	0	1	0	1	0	1	3	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0
TCGA-04-1652-01A-01W-0639-09	1	1	0	1	3	2	0	2	1	1	1	2	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	2	1	13	2	3	1	14	2	4	1	7	3	1	1	2	1	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	1	1	1	2	1	0	1	4	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
TCGA-04-1655-01A-01W-0633-09	4	1	0	2	3	0	2	1	1	1	1	3	2	4	0	2	0	1	6	1	0	0	1	1	0	0	0	0	1	1	2	2	1	3	5	1	5	1	2	1	1	3	5	0	3	1	2	0	2	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	2	0	0	0	1	1	1	0	2	1	0	0	0	0	0	1	0	0	0	1	2	0	1	1	0	0	0	0	0
TCGA-05-4244-01A-01D-1105-08	6	7	4	1	17	9	4	11	5	6	4	5	8	11	4	8	3	0	1	1	3	0	4	1	1	5	0	2	1	5	1	2	4	1	7	1	7	1	5	4	5	6	5	4	4	2	2	7	1	3	2	1	0	2	3	0	1	1	5	1	1	2	3	0	2	0	2	2	0	1	1	0	3	2	2	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0
TCGA-05-4249-01A-01D-1105-08	8	11	7	8	14	20	18	11	6	11	6	11	10	16	5	8	3	1	2	0	4	1	1	2	2	1	0	0	3	2	4	9	5	2	7	4	4	3	13	5	0	6	6	2	8	11	7	5	0	0	6	4	2	1	11	3	3	1	5	2	2	0	2	1	8	0	2	3	2	1	2	1	1	2	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	1	0	2
TCGA-05-4250-01A-01D-1105-08	7	0	10	9	15	23	17	17	13	10	6	10	9	9	3	7	2	2	3	1	9	2	4	0	1	2	2	1	7	7	4	10	0	3	5	4	5	12	7	8	5	3	8	2	18	10	9	9	1	0	5	0	1	3	9	2	1	0	1	2	0	1	1	1	7	8	6	2	0	1	7	0	1	1	3	2	2	1	4	0	0	0	1	0	0	0	2	2	1	0	0	0	0	0	2	1
TCGA-05-4382-01A-01D-1931-08	56	67	31	41	130	133	70	101	67	70	42	28	59	87	41	72	6	8	3	6	20	11	10	13	11	15	10	5	40	19	8	34	17	3	15	12	32	26	27	28	12	19	16	12	63	29	15	43	9	7	17	4	8	23	53	13	9	9	15	2	7	4	11	3	8	4	7	5	5	8	11	6	14	7	4	5	4	2	2	2	0	2	2	0	1	1	5	5	2	1	4	0	1	0	4	2
TCGA-05-4384-01A-01D-1753-08	5	2	5	3	5	8	4	7	5	3	6	3	2	2	3	2	0	0	2	0	0	2	2	2	1	3	0	1	2	1	0	2	2	2	1	2	5	2	3	1	1	3	6	0	5	4	1	5	0	0	1	0	0	1	7	0	1	0	2	2	0	0	0	1	1	1	1	1	0	1	2	1	1	0	3	0	1	1	0	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0
TCGA-05-4389-01A-01D-1265-08	1	3	0	2	8	9	4	7	5	3	2	5	6	4	0	5	0	2	0	1	1	0	3	4	4	4	1	1	10	8	2	16	3	3	10	7	3	4	4	6	1	2	12	0	23	4	12	17	2	2	0	1	0	1	2	1	1	0	4	2	0	2	0	0	2	0	2	4	2	0	1	2	3	1	2	0	1	2	0	2	0	0	2	0	1	0	0	1	1	0	1	0	1	2	0	1
TCGA-05-4390-01A-02D-1753-08	19	14	18	12	43	50	17	34	19	22	18	25	17	27	6	17	1	2	5	3	4	4	4	5	4	3	3	4	3	8	5	5	7	3	5	4	15	13	15	13	5	7	9	6	6	10	3	8	7	2	0	0	4	5	18	2	6	6	4	2	4	4	2	3	7	5	3	1	2	1	6	2	0	0	3	3	2	0	1	1	1	2	2	0	0	3	2	4	1	0	3	1	0	0	5	1
TCGA-05-4395-01A-01D-1265-08	9	6	3	3	12	14	7	5	1	6	6	8	7	10	4	8	2	1	1	0	0	0	2	1	0	2	2	0	22	1	2	14	0	4	4	2	14	7	8	3	2	4	6	2	24	12	12	17	0	0	1	2	0	1	7	1	2	1	2	0	3	0	1	2	1	3	4	2	1	0	3	2	1	1	0	0	3	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	2
TCGA-05-4396-01A-21D-1855-08	8	6	4	11	579	110	418	251	10	12	10	10	89	33	60	63	1	1	1	4	8	7	15	4	3	0	1	1	4	1	2	1	3	7	7	0	3	7	3	6	2	6	7	3	9	6	5	4	2	0	3	0	1	2	5	0	2	2	4	1	0	3	5	0	1	0	0	1	1	0	2	2	1	1	2	2	0	2	0	0	0	0	0	1	1	2	3	0	0	0	0	3	0	0	1	2
TCGA-05-4397-01A-01D-1265-08	16	26	16	13	45	37	19	30	21	20	18	15	24	33	8	27	13	6	5	5	6	6	2	9	6	6	4	5	38	14	8	25	9	4	10	6	28	18	9	15	8	8	14	3	41	16	18	27	4	2	2	1	13	5	16	6	4	2	8	3	3	3	7	4	18	5	14	8	3	4	12	7	9	1	4	4	7	4	5	4	1	0	1	0	1	1	6	4	1	5	1	2	0	2	3	2
TCGA-05-4398-01A-01D-1265-08	19	18	16	23	51	38	29	33	16	30	13	12	23	38	11	28	8	3	4	6	2	8	4	6	2	6	2	4	10	11	6	24	9	6	14	2	25	12	16	13	7	4	23	5	29	12	9	26	1	1	8	4	4	14	24	6	9	4	6	0	1	6	7	3	12	2	7	1	1	6	7	6	8	3	6	4	1	3	3	1	1	0	3	1	0	2	4	3	1	0	1	2	0	1	3	3
TCGA-05-4402-01A-01D-1265-08	1	1	0	0	0	1	0	3	2	0	0	1	3	1	2	0	1	2	1	0	1	0	0	1	0	1	0	2	16	5	1	17	4	1	2	1	3	0	2	2	2	0	1	2	17	4	8	16	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	3	0	1	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0
TCGA-05-4403-01A-01D-1265-08	3	4	1	2	4	5	8	0	1	0	7	1	3	6	2	4	0	1	1	0	2	1	1	1	1	0	2	0	2	1	2	1	0	1	4	1	6	4	11	2	3	4	9	1	2	3	4	4	0	2	0	0	0	2	4	0	0	0	1	0	0	1	2	2	1	0	2	0	2	0	0	2	0	2	1	3	2	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0
TCGA-05-4405-01A-21D-1855-08	13	13	11	6	20	24	14	24	8	12	6	9	15	18	9	9	3	2	3	1	6	2	3	3	0	4	2	3	9	1	3	7	4	2	10	5	7	11	10	5	6	8	8	3	5	10	8	8	1	6	4	0	3	4	7	5	1	5	4	2	0	2	2	0	4	0	2	2	2	2	3	1	2	2	3	3	3	2	4	2	0	1	1	1	1	2	2	2	0	3	2	1	0	1	2	1
TCGA-05-4410-01A-21D-1855-08	31	42	28	23	70	75	46	59	31	32	40	18	30	58	21	38	13	3	4	6	14	5	9	17	5	4	6	6	27	20	10	27	13	13	18	6	35	12	18	19	8	8	7	11	46	19	19	25	3	7	7	2	8	7	42	7	11	3	15	5	4	4	8	8	4	1	12	3	8	3	16	4	8	2	9	4	4	1	2	3	1	0	3	0	0	1	5	1	2	0	4	0	1	2	2	3
TCGA-05-4415-01A-22D-1855-08	7	8	8	6	11	10	9	12	6	9	6	9	9	14	2	6	0	0	1	0	3	0	1	1	1	0	1	0	1	2	0	2	4	3	3	2	7	5	4	7	3	4	4	4	4	3	1	2	0	0	0	0	0	2	6	2	2	2	5	1	0	0	0	0	3	0	3	0	0	1	1	2	2	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0
TCGA-05-4417-01A-22D-1855-08	15	14	9	8	16	16	17	18	8	15	7	10	6	17	5	14	2	1	1	0	5	6	4	4	1	1	1	0	3	3	2	2	0	4	8	1	4	4	7	8	1	1	3	7	5	2	0	4	2	2	2	1	1	3	8	2	0	2	1	1	1	2	2	1	3	0	2	4	2	1	7	1	1	1	2	1	0	1	3	2	0	0	0	0	3	1	1	0	1	0	2	1	0	0	2	1
TCGA-05-4418-01A-01D-1265-08	4	12	5	3	15	10	17	8	7	7	5	3	11	14	8	5	1	1	0	1	0	0	3	3	4	2	4	1	2	1	1	3	5	1	6	1	5	12	2	11	0	8	7	6	9	10	1	6	0	2	3	0	0	2	6	2	0	0	2	2	2	0	3	1	9	3	5	3	1	0	2	2	3	3	1	1	3	2	0	0	1	0	0	1	0	0	3	1	1	0	2	0	1	1	0	0
TCGA-05-4420-01A-01D-1265-08	15	7	4	6	22	15	13	16	10	14	6	3	7	10	1	12	1	0	0	1	2	4	3	2	2	2	0	4	2	2	2	5	1	2	4	5	6	6	5	11	2	6	6	9	7	4	6	6	0	1	3	0	2	3	8	3	1	0	3	2	1	3	3	1	2	1	3	2	3	2	2	1	3	0	4	1	3	1	0	3	0	1	0	0	0	0	1	1	0	0	4	0	0	2	3	0
TCGA-05-4422-01A-01D-1265-08	0	1	1	0	2	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	1	0	1	3	0	0	1	0	0	1	2	0	0	1	0	0	1	2	0	0	0	2	0	6	3	5	4	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TCGA-05-4424-01A-22D-1855-08	18	16	18	11	52	50	29	46	28	28	13	12	18	44	12	22	6	8	2	5	8	6	3	4	3	1	1	1	25	15	8	25	7	8	17	4	9	11	10	10	6	8	7	3	23	18	15	23	4	3	3	2	3	7	27	4	5	1	7	2	3	3	10	3	10	2	6	5	4	2	6	7	3	2	7	1	3	2	2	3	0	1	1	1	1	2	4	2	1	0	4	0	2	1	1	1
TCGA-05-4425-01A-01D-1753-08	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	10	0	1	1	2	0	3	0	10	0	0	3	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TCGA-05-4426-01A-01D-1265-08	0	0	0	0	0	1	1	1	1	2	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	4	1	3	0	4	1	1	1	3	0	3	0	2	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
TCGA-05-4427-01A-21D-1855-08	28	35	24	27	64	68	45	47	35	36	21	22	22	53	16	35	13	5	7	4	8	1	7	8	12	6	3	12	13	18	4	19	15	7	13	10	21	18	24	22	8	10	10	12	21	18	10	21	7	5	18	2	6	8	32	8	5	7	7	3	3	7	7	1	6	1	7	6	9	13	10	9	3	4	3	3	1	2	7	4	0	1	1	5	0	2	5	8	2	2	5	5	2	3	4	3
TCGA-05-4430-01A-02D-1265-08	16	9	7	3	20	18	14	12	16	11	7	7	6	11	6	9	3	1	2	2	3	4	0	1	1	3	5	1	5	1	1	6	5	3	1	1	5	3	4	5	1	2	9	4	3	5	3	9	1	2	3	0	3	3	6	5	5	1	5	1	1	0	5	0	4	0	3	1	0	1	0	1	2	1	2	0	2	0	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0
TCGA-05-4432-01A-01D-1265-08	13	24	11	17	37	39	25	30	13	23	11	13	18	21	11	18	5	3	4	3	7	1	3	3	5	2	4	4	9	6	2	9	12	6	8	6	26	11	13	19	10	6	12	7	12	11	7	7	2	2	8	3	3	7	20	6	5	3	11	2	5	2	7	1	8	1	6	4	5	1	9	7	5	0	7	2	0	4	4	5	0	0	1	1	3	1	3	3	0	0	4	0	1	1	5	0
